,year,latitude,longitude,precipitation_winter,precipitation_summer,precipitation_annual,volwater_winter,volwater_spring,volwater_summer,volwater_fall
29149,2024,37.57668,-110.0245,,,,0.1500228,0.08331305,0.05475269,0.06322691
29150,2024,37.57668,-110.0245,,,,0.1129245,0.08926426,0.05992586,0.07152307
29151,2024,37.57668,-110.0245,,,,0.08997418,0.05865532,0.05647352,0.1017103
29152,2024,37.57668,-110.0245,,,,0.1157741,0.06818138,0.05415538,0.07973042
29153,2021,37.61496,-110.0245,,,,0.132267,0.0994597,0.05904085,0.0651812
29154,2021,37.61496,-110.0245,,,,0.1558268,0.1191602,0.05669128,0.1065025
29155,2021,37.61496,-110.0245,,,,0.09473839,0.1021487,0.05744435,0.08331255
29156,2021,37.61496,-110.0245,,,,0.13776,0.1096498,0.05718205,0.05855908
29157,2021,37.61496,-110.0245,,,,0.1322949,0.1253634,0.0563437,0.06133251
29158,2021,37.61496,-110.0245,,,,0.07952389,0.1085011,0.05752611,0.08018701
29159,2021,37.61496,-110.0245,,,,0.1334239,0.1044785,0.05687519,0.07022103
29160,2021,37.61496,-110.0245,,,,0.08617178,0.0878334,0.06069204,0.06327082
29161,2021,37.61496,-110.0245,,,,0.1339241,0.1187796,0.05941792,0.05971123
29162,2021,37.61496,-110.0245,,,,0.1612485,0.1312896,0.0575712,0.130321
29163,2021,37.61496,-110.0245,,,,0.1350437,0.08740965,0.05681355,0.09861394
29164,2021,37.61496,-110.0245,,,,0.06283386,0.05761291,0.05725095,0.08269049
29165,2021,37.61496,-110.0245,,,,0.09388385,0.06980755,0.05687368,0.09276362
29166,2021,37.61496,-110.0245,,,,0.1595383,0.110452,0.05854268,0.1253738
29167,2021,37.61496,-110.0245,,,,0.07499287,0.06159793,0.05744612,0.06346909
29168,2021,37.61496,-110.0245,,,,0.1606081,0.1165565,0.05782146,0.07052685
29169,2021,37.61496,-110.0245,,,,0.1175523,0.1086941,0.06941132,0.1215671
29170,2021,37.61496,-110.0245,,,,0.145002,0.1106323,0.05600003,0.06583853
29171,2021,37.61496,-110.0245,,,,0.1477608,0.1073196,0.0605387,0.09137549
29172,2021,37.61496,-110.0245,,,,0.1573858,0.1069986,0.06105192,0.06631356
29173,2021,37.61496,-110.0245,,,,0.144197,0.109001,0.05708475,0.07653471
29174,2021,37.61496,-110.0245,,,,0.1322403,0.1150103,0.05660346,0.07753949
29175,2021,37.61496,-110.0245,,,,0.1452751,0.111642,0.06187585,0.09294586
29176,2021,37.61496,-110.0245,,,,0.1375381,0.1150904,0.05903841,0.1078574
29177,2021,37.61496,-110.0245,,,,0.1074872,0.08612705,0.05896185,0.06487795
29178,2021,37.61496,-110.0245,,,,0.1156579,0.1168915,0.05717976,0.09645159
29179,2021,37.61496,-110.0245,,,,0.1646778,0.1130881,0.05832893,0.07118174
29180,2021,37.61496,-110.0245,,,,0.1626478,0.1013865,0.05693025,0.0617283
29181,2021,37.61496,-110.0245,,,,0.1602932,0.1190355,0.06084672,0.08058931
29182,2021,37.61496,-110.0245,,,,0.1525899,0.09055586,0.06419035,0.1352042
29183,2021,37.61496,-110.0245,,,,0.1524421,0.1236873,0.06431984,0.07234995
29184,2021,37.61496,-110.0245,,,,0.06050085,0.05725594,0.05712895,0.09340414
29185,2021,37.61496,-110.0245,,,,0.09090724,0.1147883,0.05675626,0.05790915
29186,2021,37.61496,-110.0245,,,,0.1610225,0.1131059,0.06396755,0.07882063
29187,2021,37.61496,-110.0245,,,,0.1537941,0.1174652,0.06407989,0.07099159
29188,2021,37.61496,-110.0245,,,,0.1071683,0.1145766,0.05835144,0.06602903
29189,2021,37.61496,-110.0245,,,,0.07596129,0.06027613,0.06138617,0.06207386
29190,2021,37.61496,-110.0245,,,,0.1239508,0.07925834,0.0585113,0.1528412
29191,2021,37.61496,-110.0245,,,,0.06305568,0.07371217,0.05863784,0.09768422
29192,2021,37.61496,-110.0245,,,,0.1442343,0.1198588,0.0563279,0.08884405
29193,2022,37.61496,-110.0245,,,,0.07847229,0.07118573,0.05646092,0.06173809
29194,2022,37.61496,-110.0245,,,,0.1628301,0.1084272,0.05702638,0.1164745
29195,2022,37.61496,-110.0245,,,,0.1460606,0.1041897,0.05817657,0.08474577
29196,2022,37.61496,-110.0245,,,,0.108601,0.125901,0.05681663,0.06249097
29197,2022,37.61496,-110.0245,,,,0.06126402,0.07171787,0.05980896,0.06304943
29198,2022,37.61496,-110.0245,,,,0.07756866,0.06260142,0.05873892,0.06558167
29199,2022,37.61496,-110.0245,,,,0.08772918,0.08476269,0.07572895,0.05785919
29200,2022,37.61496,-110.0245,,,,0.08945099,0.06756881,0.05665986,0.05834132
29201,2022,37.61496,-110.0245,,,,0.06946418,0.07442629,0.0599949,0.07152924
29202,2022,37.61496,-110.0245,,,,0.1554683,0.1025661,0.05945029,0.1048776
29203,2022,37.61496,-110.0245,,,,0.1474253,0.08970056,0.05664936,0.094068
29204,2022,37.61496,-110.0245,,,,0.1202613,0.1035013,0.05895076,0.1283691
29205,2022,37.61496,-110.0245,,,,0.1255105,0.1138799,0.06373766,0.1474311
29206,2022,37.61496,-110.0245,,,,0.1257546,0.09904303,0.056424,0.07081205
29207,2022,37.61496,-110.0245,,,,0.07320115,0.06258821,0.05808938,0.08084225
29208,2022,37.61496,-110.0245,,,,0.07608818,0.06275375,0.05646204,0.06329713
29209,2022,37.61496,-110.0245,,,,0.1491481,0.1056246,0.06559531,0.08032804
29210,2022,37.61496,-110.0245,,,,0.07617903,0.06504199,0.05774283,0.05865042
29211,2022,37.61496,-110.0245,,,,0.1557447,0.1159515,0.05699391,0.08055999
29212,2022,37.61496,-110.0245,,,,0.07999449,0.07163003,0.05682352,0.05850814
29213,2022,37.61496,-110.0245,,,,0.1386708,0.1168031,0.05708732,0.07255047
29214,2022,37.61496,-110.0245,,,,0.1260625,0.1173462,0.05964713,0.09046065
29215,2022,37.61496,-110.0245,,,,0.1348291,0.09671983,0.05961929,0.06439897
29216,2022,37.61496,-110.0245,,,,0.1385197,0.1079876,0.05758737,0.07106616
29217,2022,37.61496,-110.0245,,,,0.08047491,0.06291702,0.05613879,0.06341492
29218,2022,37.61496,-110.0245,,,,0.1443301,0.1036338,0.05980031,0.06339994
29219,2022,37.61496,-110.0245,,,,0.1165187,0.07036366,0.05979133,0.05931436
29220,2022,37.61496,-110.0245,,,,0.1000929,0.1114378,0.05626273,0.0809683
29221,2022,37.61496,-110.0245,,,,0.1150347,0.1181094,0.06006289,0.07672779
29222,2022,37.61496,-110.0245,,,,0.1353884,0.1146548,0.06086949,0.1406126
29223,2022,37.61496,-110.0245,,,,0.09595483,0.07286612,0.05684593,0.05740791
29224,2022,37.61496,-110.0245,,,,0.09827218,0.06504441,0.05656727,0.114746
29225,2022,37.61496,-110.0245,,,,0.1315071,0.1083281,0.06325308,0.05919662
29226,2022,37.61496,-110.0245,,,,0.1201717,0.1256309,0.06031113,0.07167372
29227,2022,37.61496,-110.0245,,,,0.0955576,0.073284,0.05759327,0.07739561
29228,2022,37.61496,-110.0245,,,,0.06058558,0.07806838,0.05698658,0.1186403
29229,2022,37.61496,-110.0245,,,,0.1092107,0.1048709,0.05736051,0.06320608
29230,2022,37.61496,-110.0245,,,,0.1569979,0.1055811,0.06140829,0.07689808
29231,2022,37.61496,-110.0245,,,,0.1561049,0.1177822,0.05883247,0.06844209
29232,2022,37.61496,-110.0245,,,,0.1533346,0.1042894,0.05692891,0.07350398
29233,2023,37.61496,-110.0245,,,,0.07143379,0.06331269,0.05713549,0.08957788
29234,2023,37.61496,-110.0245,,,,0.1601974,0.1044416,0.05704581,0.0718652
29235,2023,37.61496,-110.0245,,,,0.1274907,0.08163429,0.05665711,0.05841896
29236,2023,37.61496,-110.0245,,,,0.1282065,0.1173265,0.06845195,0.06101155
29237,2023,37.61496,-110.0245,,,,0.08246023,0.102227,0.0558956,0.06229461
29238,2023,37.61496,-110.0245,,,,0.08667376,0.07182252,0.0570473,0.07147792
29239,2023,37.61496,-110.0245,,,,0.07024892,0.05938312,0.05667201,0.1221393
29240,2023,37.61496,-110.0245,,,,0.07389318,0.07531625,0.05772016,0.08158541
29241,2023,37.61496,-110.0245,,,,0.1083113,0.1118764,0.05679119,0.1456592
29242,2023,37.61496,-110.0245,,,,0.1427902,0.08888601,0.0854484,0.1107424
29243,2023,37.61496,-110.0245,,,,0.07907367,0.06852908,0.05930795,0.1230416
29244,2023,37.61496,-110.0245,,,,0.1573047,0.109315,0.06029798,0.1013526
29245,2023,37.61496,-110.0245,,,,0.1365865,0.1179416,0.05675643,0.0764908
29246,2023,37.61496,-110.0245,,,,0.09151456,0.06696173,0.0579281,0.1141547
29247,2023,37.61496,-110.0245,,,,0.1566388,0.124555,0.06120093,0.1303533
29248,2023,37.61496,-110.0245,,,,0.0995773,0.07631498,0.05658594,0.1079447
29249,2023,37.61496,-110.0245,,,,0.1362907,0.1021325,0.06122022,0.08576743
29250,2023,37.61496,-110.0245,,,,0.09205485,0.07705676,0.06394475,0.07764577
29251,2023,37.61496,-110.0245,,,,0.1010814,0.08841496,0.05700292,0.06343014
29252,2023,37.61496,-110.0245,,,,0.07916165,0.08943115,0.05867833,0.06423996
29253,2023,37.61496,-110.0245,,,,0.09450066,0.07235951,0.06456198,0.09070946
29254,2023,37.61496,-110.0245,,,,0.1509684,0.1019842,0.06601414,0.09096821
29255,2023,37.61496,-110.0245,,,,0.1271218,0.1317611,0.06951344,0.08756205
29256,2023,37.61496,-110.0245,,,,0.09975712,0.07987978,0.05783477,0.06579041
29257,2023,37.61496,-110.0245,,,,0.103632,0.07785071,0.05757552,0.1256515
29258,2023,37.61496,-110.0245,,,,0.1184317,0.09881285,0.05951645,0.08573042
29259,2023,37.61496,-110.0245,,,,0.09675696,0.0649278,0.07018041,0.08124247
29260,2023,37.61496,-110.0245,,,,0.1475372,0.09980995,0.06535633,0.1252609
29261,2023,37.61496,-110.0245,,,,0.1564214,0.1121833,0.06642833,0.1188522
29262,2023,37.61496,-110.0245,,,,0.1618345,0.1191205,0.05693834,0.1133598
29263,2023,37.61496,-110.0245,,,,0.1042143,0.1366063,0.06154539,0.07247147
29264,2023,37.61496,-110.0245,,,,0.1619711,0.1184938,0.06042382,0.06018822
29265,2023,37.61496,-110.0245,,,,0.1006045,0.1161004,0.05614309,0.06855571
29266,2023,37.61496,-110.0245,,,,0.09154082,0.08843332,0.07078892,0.1072503
29267,2023,37.61496,-110.0245,,,,0.1040514,0.09405113,0.06092489,0.07527182
29268,2023,37.61496,-110.0245,,,,0.1656229,0.103386,0.05934508,0.07853596
29269,2023,37.61496,-110.0245,,,,0.07479076,0.07522867,0.05680431,0.08552506
29270,2023,37.61496,-110.0245,,,,0.0919287,0.09903876,0.06275138,0.07803036
29271,2023,37.61496,-110.0245,,,,0.1039514,0.07051221,0.05763114,0.0651721
29272,2023,37.61496,-110.0245,,,,0.1073044,0.1161778,0.0571237,0.06539929
29273,2024,37.61496,-110.0245,,,,0.1501978,0.1107034,0.06166131,0.1024068
29274,2024,37.61496,-110.0245,,,,0.09514171,0.0909972,0.0587189,0.09561127
29275,2024,37.61496,-110.0245,,,,0.08891094,0.07415527,0.05831878,0.07649627
29276,2024,37.61496,-110.0245,,,,0.1477088,0.1163529,0.05707924,0.05712114
29277,2024,37.61496,-110.0245,,,,0.06130695,0.05828998,0.05617485,0.06169293
29278,2024,37.61496,-110.0245,,,,0.1579023,0.1138072,0.05664399,0.07085428
29279,2024,37.61496,-110.0245,,,,0.1587278,0.1018073,0.05837628,0.06935808
29280,2024,37.61496,-110.0245,,,,0.1338477,0.1215736,0.05692059,0.0815748
29281,2024,37.61496,-110.0245,,,,0.1610888,0.1146481,0.0649997,0.08297232
29282,2024,37.61496,-110.0245,,,,0.1522035,0.1300847,0.05604184,0.06174554
29283,2024,37.61496,-110.0245,,,,0.1614151,0.1044782,0.05798524,0.09721456
29284,2024,37.61496,-110.0245,,,,0.139604,0.1143375,0.08890275,0.1230673
29285,2024,37.61496,-110.0245,,,,0.1541797,0.1082404,0.06506613,0.1057848
29286,2024,37.61496,-110.0245,,,,0.1167061,0.1111817,0.0703363,0.08945148
29287,2024,37.61496,-110.0245,,,,0.1518236,0.1076543,0.07586247,0.08860095
29288,2024,37.61496,-110.0245,,,,0.1083831,0.07926804,0.06204539,0.1123668
29289,2024,37.61496,-110.0245,,,,0.124694,0.1159728,0.05756938,0.07255256
29290,2024,37.61496,-110.0245,,,,0.06957726,0.06141885,0.05705345,0.06277628
29291,2024,37.61496,-110.0245,,,,0.06744911,0.07584038,0.06058513,0.07540942
29292,2024,37.61496,-110.0245,,,,0.07275099,0.06026583,0.05691509,0.06121106
29293,2024,37.61496,-110.0245,,,,0.1521664,0.1215516,0.06493992,0.06065575
29294,2024,37.61496,-110.0245,,,,0.1491579,0.1169867,0.0566544,0.1258178
29295,2024,37.61496,-110.0245,,,,0.1335415,0.1079188,0.06023415,0.1225533
29296,2024,37.61496,-110.0245,,,,0.1205243,0.08074451,0.0565919,0.1060027
29297,2024,37.61496,-110.0245,,,,0.1173744,0.07400387,0.05652586,0.07340563
29298,2024,37.61496,-110.0245,,,,0.09716538,0.08282645,0.05801889,0.07314492
29299,2024,37.61496,-110.0245,,,,0.06817977,0.0598388,0.05645288,0.05835349
29300,2024,37.61496,-110.0245,,,,0.1590861,0.1046296,0.05888529,0.06703637
29301,2024,37.61496,-110.0245,,,,0.153474,0.12261,0.05696174,0.08369687
29302,2024,37.61496,-110.0245,,,,0.1569227,0.1160133,0.05798102,0.1166023
29303,2024,37.61496,-110.0245,,,,0.1368657,0.1247247,0.05855251,0.1263547
29304,2024,37.61496,-110.0245,,,,0.06350554,0.06898838,0.05665242,0.08973616
29305,2024,37.61496,-110.0245,,,,0.1263126,0.11289,0.05609479,0.0663935
29306,2024,37.61496,-110.0245,,,,0.1228336,0.113065,0.0559542,0.1070526
29307,2024,37.61496,-110.0245,,,,0.1044947,0.08075312,0.05719461,0.1051174
29308,2024,37.61496,-110.0245,,,,0.09702326,0.1135648,0.05941461,0.07731013
29309,2024,37.61496,-110.0245,,,,0.1435307,0.09716067,0.05783082,0.06467041
29310,2024,37.61496,-110.0245,,,,0.1171073,0.1021525,0.0616739,0.07395204
29311,2024,37.61496,-110.0245,,,,0.08802006,0.06306741,0.05888678,0.09635039
29312,2024,37.61496,-110.0245,,,,0.1149391,0.07624066,0.05741262,0.08178972
29313,2021,37.57668,-110.0245,6.12,6.85,,,,,
29314,2021,37.57668,-110.0245,6.55,3.23,,,,,
29315,2021,37.57668,-110.0245,5.59,5.89,7.32,,,,
29316,2021,37.57668,-110.0245,11.14,5.59,5.59,,,,
29317,2021,37.57668,-110.0245,11.14,5.59,5.59,,,,
29318,2021,37.57668,-110.0245,11.14,5.59,5.59,,,,
29319,2021,37.57668,-110.0245,11.14,5.59,11.14,,,,
29320,2021,37.57668,-110.0245,11.14,5.59,11.14,,,,
29321,2021,37.57668,-110.0245,11.14,5.59,11.14,,,,
29322,2021,37.57668,-110.0245,11.14,5.59,6.0,,,,
29323,2021,37.57668,-110.0245,11.14,5.59,6.0,,,,
29324,2021,37.57668,-110.0245,11.14,5.59,6.0,,,,
29325,2021,37.57668,-110.0245,7.63,1.6,1.6,,,,
29326,2021,37.57668,-110.0245,7.63,1.6,1.6,,,,
29327,2021,37.57668,-110.0245,7.63,1.6,5.42,,,,
29328,2021,37.57668,-110.0245,7.63,1.6,5.42,,,,
29329,2021,37.57668,-110.0245,8.97,4.97,,,,,
29330,2021,37.57668,-110.0245,7.34,3.6,6.73,,,,
29331,2021,37.57668,-110.0245,6.7,11.28,,,,,
29332,2021,37.57668,-110.0245,6.39,12.0,12.0,,,,
29333,2021,37.57668,-110.0245,11.76,6.76,,,,,
29334,2021,37.57668,-110.0245,4.06,3.98,13.38,,,,
29335,2021,37.57668,-110.0245,1.63,4.7,4.7,,,,
29336,2021,37.57668,-110.0245,1.01,4.05,,,,,
29337,2021,37.57668,-110.0245,4.28,10.72,10.72,,,,
29338,2021,37.57668,-110.0245,4.28,10.72,10.72,,,,
29339,2021,37.57668,-110.0245,4.28,10.72,10.72,,,,
29340,2021,37.57668,-110.0245,4.28,10.72,13.37,,,,
29341,2021,37.57668,-110.0245,4.28,10.72,13.37,,,,
29342,2021,37.57668,-110.0245,4.28,10.72,13.37,,,,
29343,2021,37.57668,-110.0245,4.28,10.72,4.43,,,,
29344,2021,37.57668,-110.0245,4.28,10.72,4.43,,,,
29345,2021,37.57668,-110.0245,4.28,10.72,4.43,,,,
29346,2021,37.57668,-110.0245,4.01,8.96,,,,,
29347,2021,37.57668,-110.0245,8.14,8.36,8.14,,,,
29348,2021,37.57668,-110.0245,7.59,15.85,15.85,,,,
29349,2021,37.57668,-110.0245,8.01,0.51,7.7,,,,
29350,2021,37.57668,-110.0245,8.01,0.51,7.7,,,,
29351,2021,37.57668,-110.0245,8.01,0.51,8.01,,,,
29352,2021,37.57668,-110.0245,8.01,0.51,8.01,,,,
29353,2021,37.57668,-110.0245,4.29,10.79,12.61,,,,
29354,2021,37.57668,-110.0245,4.29,10.79,12.61,,,,
29355,2021,37.57668,-110.0245,4.29,10.79,4.52,,,,
29356,2021,37.57668,-110.0245,4.29,10.79,4.52,,,,
29357,2021,37.57668,-110.0245,9.09,9.88,9.09,,,,
29358,2021,37.57668,-110.0245,8.73,4.73,7.0,,,,
29359,2021,37.57668,-110.0245,11.23,1.09,11.23,,,,
29360,2021,37.57668,-110.0245,11.23,1.09,11.23,,,,
29361,2021,37.57668,-110.0245,11.23,1.09,5.99,,,,
29362,2021,37.57668,-110.0245,11.23,1.09,5.99,,,,
29363,2021,37.57668,-110.0245,10.65,11.63,,,,,
29364,2021,37.57668,-110.0245,10.16,6.79,13.13,,,,
29365,2021,37.57668,-110.0245,10.16,6.79,13.13,,,,
29366,2021,37.57668,-110.0245,10.16,6.79,6.19,,,,
29367,2021,37.57668,-110.0245,10.16,6.79,6.19,,,,
29368,2021,37.57668,-110.0245,6.62,3.76,5.6,,,,
29369,2021,37.57668,-110.0245,6.62,3.76,5.6,,,,
29370,2021,37.57668,-110.0245,6.62,3.76,3.76,,,,
29371,2021,37.57668,-110.0245,6.62,3.76,3.76,,,,
29372,2021,37.57668,-110.0245,12.47,4.45,,,,,
29373,2021,37.57668,-110.0245,16.58,8.0,8.0,,,,
29374,2021,37.57668,-110.0245,16.58,8.0,8.0,,,,
29375,2021,37.57668,-110.0245,16.58,8.0,16.58,,,,
29376,2021,37.57668,-110.0245,16.58,8.0,16.58,,,,
29377,2021,37.57668,-110.0245,11.29,4.32,4.54,,,,
29378,2021,37.57668,-110.0245,11.29,4.32,4.54,,,,
29379,2021,37.57668,-110.0245,11.29,4.32,4.33,,,,
29380,2021,37.57668,-110.0245,11.29,4.32,4.33,,,,
29381,2021,37.57668,-110.0245,10.39,13.52,,,,,
29382,2021,37.57668,-110.0245,3.41,12.17,12.22,,,,
29383,2021,37.57668,-110.0245,17.47,10.41,6.54,,,,
29384,2021,37.57668,-110.0245,17.47,10.41,6.54,,,,
29385,2021,37.57668,-110.0245,17.47,10.41,9.89,,,,
29386,2021,37.57668,-110.0245,17.47,10.41,9.89,,,,
29387,2021,37.57668,-110.0245,1.93,4.7,1.93,,,,
29388,2021,37.57668,-110.0245,10.89,2.86,6.24,,,,
29389,2021,37.57668,-110.0245,10.89,2.86,6.24,,,,
29390,2021,37.57668,-110.0245,10.89,2.86,2.86,,,,
29391,2021,37.57668,-110.0245,10.89,2.86,2.86,,,,
29392,2021,37.57668,-110.0245,7.78,13.04,,,,,
29393,2021,37.57668,-110.0245,9.17,11.43,,,,,
29394,2021,37.57668,-110.0245,8.92,5.79,5.79,,,,
29395,2021,37.57668,-110.0245,8.92,5.79,5.79,,,,
29396,2021,37.57668,-110.0245,8.92,5.79,11.81,,,,
29397,2021,37.57668,-110.0245,8.92,5.79,11.81,,,,
29398,2021,37.57668,-110.0245,3.39,12.94,,,,,
29399,2021,37.57668,-110.0245,4.1,7.61,,,,,
29400,2021,37.57668,-110.0245,3.09,7.47,,,,,
29401,2021,37.57668,-110.0245,13.02,1.9,12.59,,,,
29402,2021,37.57668,-110.0245,13.02,1.9,12.59,,,,
29403,2021,37.57668,-110.0245,13.02,1.9,13.02,,,,
29404,2021,37.57668,-110.0245,13.02,1.9,13.02,,,,
29405,2022,37.57668,-110.0245,2.07,5.28,4.47,,,,
29406,2022,37.57668,-110.0245,2.07,5.28,4.47,,,,
29407,2022,37.57668,-110.0245,2.07,5.28,4.47,,,,
29408,2022,37.57668,-110.0245,2.07,5.28,9.45,,,,
29409,2022,37.57668,-110.0245,2.07,5.28,9.45,,,,
29410,2022,37.57668,-110.0245,2.07,5.28,9.45,,,,
29411,2022,37.57668,-110.0245,2.07,5.28,2.07,,,,
29412,2022,37.57668,-110.0245,2.07,5.28,2.07,,,,
29413,2022,37.57668,-110.0245,2.07,5.28,2.07,,,,
29414,2022,37.57668,-110.0245,18.13,5.4,18.13,,,,
29415,2022,37.57668,-110.0245,18.13,5.4,18.13,,,,
29416,2022,37.57668,-110.0245,18.13,5.4,18.13,,,,
29417,2022,37.57668,-110.0245,18.13,5.4,12.76,,,,
29418,2022,37.57668,-110.0245,18.13,5.4,12.76,,,,
29419,2022,37.57668,-110.0245,18.13,5.4,12.76,,,,
29420,2022,37.57668,-110.0245,18.13,5.4,5.4,,,,
29421,2022,37.57668,-110.0245,18.13,5.4,5.4,,,,
29422,2022,37.57668,-110.0245,18.13,5.4,5.4,,,,
29423,2022,37.57668,-110.0245,6.66,6.88,,,,,
29424,2022,37.57668,-110.0245,11.01,4.19,,,,,
29425,2022,37.57668,-110.0245,4.42,8.86,4.42,,,,
29426,2022,37.57668,-110.0245,4.42,8.86,4.42,,,,
29427,2022,37.57668,-110.0245,4.42,8.86,8.09,,,,
29428,2022,37.57668,-110.0245,4.42,8.86,8.09,,,,
29429,2022,37.57668,-110.0245,2.73,6.77,4.55,,,,
29430,2022,37.57668,-110.0245,2.73,6.77,4.55,,,,
29431,2022,37.57668,-110.0245,2.73,6.77,8.57,,,,
29432,2022,37.57668,-110.0245,2.73,6.77,8.57,,,,
29433,2022,37.57668,-110.0245,7.96,14.88,3.36,,,,
29434,2022,37.57668,-110.0245,5.62,3.39,5.62,,,,
29435,2022,37.57668,-110.0245,5.62,3.39,5.62,,,,
29436,2022,37.57668,-110.0245,5.62,3.39,2.93,,,,
29437,2022,37.57668,-110.0245,5.62,3.39,2.93,,,,
29438,2022,37.57668,-110.0245,5.14,10.19,,,,,
29439,2022,37.57668,-110.0245,5.35,7.65,5.35,,,,
29440,2022,37.57668,-110.0245,5.35,7.65,5.35,,,,
29441,2022,37.57668,-110.0245,5.35,7.65,2.36,,,,
29442,2022,37.57668,-110.0245,5.35,7.65,2.36,,,,
29443,2022,37.57668,-110.0245,3.06,3.26,3.26,,,,
29444,2022,37.57668,-110.0245,3.06,3.26,3.26,,,,
29445,2022,37.57668,-110.0245,3.06,3.26,3.06,,,,
29446,2022,37.57668,-110.0245,3.06,3.26,3.06,,,,
29447,2022,37.57668,-110.0245,8.79,5.51,3.04,,,,
29448,2022,37.57668,-110.0245,2.8,13.21,2.8,,,,
29449,2022,37.57668,-110.0245,4.37,2.03,,,,,
29450,2022,37.57668,-110.0245,2.47,7.39,,,,,
29451,2022,37.57668,-110.0245,3.16,2.56,2.56,,,,
29452,2022,37.57668,-110.0245,3.16,2.56,2.56,,,,
29453,2022,37.57668,-110.0245,3.16,2.56,4.9,,,,
29454,2022,37.57668,-110.0245,3.16,2.56,4.9,,,,
29455,2022,37.57668,-110.0245,6.87,11.89,10.62,,,,
29456,2022,37.57668,-110.0245,3.5,6.07,6.07,,,,
29457,2022,37.57668,-110.0245,6.56,5.32,,,,,
29458,2022,37.57668,-110.0245,5.99,3.86,6.65,,,,
29459,2022,37.57668,-110.0245,11.0,4.74,,,,,
29460,2022,37.57668,-110.0245,7.97,11.42,,,,,
29461,2022,37.57668,-110.0245,6.03,7.58,7.58,,,,
29462,2022,37.57668,-110.0245,2.06,7.13,,,,,
29463,2022,37.57668,-110.0245,4.32,2.12,4.4,,,,
29464,2022,37.57668,-110.0245,15.8,5.97,5.97,,,,
29465,2022,37.57668,-110.0245,1.93,10.29,,,,,
29466,2022,37.57668,-110.0245,4.73,2.99,,,,,
29467,2022,37.57668,-110.0245,7.37,12.73,12.73,,,,
29468,2022,37.57668,-110.0245,7.02,7.91,7.02,,,,
29469,2022,37.57668,-110.0245,3.5,3.37,,,,,
29470,2022,37.57668,-110.0245,2.4,3.44,,,,,
29471,2022,37.57668,-110.0245,10.41,8.73,,,,,
29472,2022,37.57668,-110.0245,5.97,9.55,5.97,,,,
29473,2022,37.57668,-110.0245,4.99,3.71,7.42,,,,
29474,2022,37.57668,-110.0245,4.99,3.71,7.42,,,,
29475,2022,37.57668,-110.0245,4.99,3.71,3.71,,,,
29476,2022,37.57668,-110.0245,4.99,3.71,3.71,,,,
29477,2022,37.57668,-110.0245,1.79,4.03,4.03,,,,
29478,2022,37.57668,-110.0245,5.08,4.46,6.43,,,,
29479,2022,37.57668,-110.0245,5.08,4.46,6.43,,,,
29480,2022,37.57668,-110.0245,5.08,4.46,4.62,,,,
29481,2022,37.57668,-110.0245,5.08,4.46,4.62,,,,
29482,2022,37.57668,-110.0245,8.77,11.45,3.34,,,,
29483,2022,37.57668,-110.0245,7.33,8.14,7.33,,,,
29484,2022,37.57668,-110.0245,6.79,3.65,5.74,,,,
29485,2023,37.57668,-110.0245,2.91,4.95,,,,,
29486,2023,37.57668,-110.0245,10.19,5.87,2.91,,,,
29487,2023,37.57668,-110.0245,3.35,2.54,3.35,,,,
29488,2023,37.57668,-110.0245,12.43,16.19,3.4,,,,
29489,2023,37.57668,-110.0245,8.46,0.52,0.52,,,,
29490,2023,37.57668,-110.0245,4.59,4.84,4.84,,,,
29491,2023,37.57668,-110.0245,2.57,3.69,2.57,,,,
29492,2023,37.57668,-110.0245,4.74,8.2,12.7,,,,
29493,2023,37.57668,-110.0245,10.85,5.18,,,,,
29494,2023,37.57668,-110.0245,3.37,15.19,12.8,,,,
29495,2023,37.57668,-110.0245,1.87,7.45,11.38,,,,
29496,2023,37.57668,-110.0245,6.02,10.18,,,,,
29497,2023,37.57668,-110.0245,5.64,5.14,9.19,,,,
29498,2023,37.57668,-110.0245,3.99,7.25,,,,,
29499,2023,37.57668,-110.0245,10.43,9.01,8.4,,,,
29500,2023,37.57668,-110.0245,10.43,9.01,8.4,,,,
29501,2023,37.57668,-110.0245,10.43,9.01,9.01,,,,
29502,2023,37.57668,-110.0245,10.43,9.01,9.01,,,,
29503,2023,37.57668,-110.0245,6.0,2.08,,,,,
29504,2023,37.57668,-110.0245,9.2,9.82,9.2,,,,
29505,2023,37.57668,-110.0245,9.2,9.82,9.2,,,,
29506,2023,37.57668,-110.0245,9.2,9.82,2.35,,,,
29507,2023,37.57668,-110.0245,9.2,9.82,2.35,,,,
29508,2023,37.57668,-110.0245,6.92,11.03,,,,,
29509,2023,37.57668,-110.0245,6.42,5.64,5.64,,,,
29510,2023,37.57668,-110.0245,6.42,5.64,5.64,,,,
29511,2023,37.57668,-110.0245,6.42,5.64,5.46,,,,
29512,2023,37.57668,-110.0245,6.42,5.64,5.46,,,,
29513,2023,37.57668,-110.0245,5.85,5.2,,,,,
29514,2023,37.57668,-110.0245,3.97,12.32,3.97,,,,
29515,2023,37.57668,-110.0245,6.14,10.95,10.17,,,,
29516,2023,37.57668,-110.0245,6.14,10.95,10.17,,,,
29517,2023,37.57668,-110.0245,6.14,10.95,10.95,,,,
29518,2023,37.57668,-110.0245,6.14,10.95,10.95,,,,
29519,2023,37.57668,-110.0245,8.82,9.2,,,,,
